artist.inverted,track,lyrics
2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),
Madison Avenue,Don't Call Me Baby,"You and me, we have an opportunity
And we can make it something really cool
But you, you think I'm not that kind of girl
I'm here to tell you baby, I know how to rock your world

Don't think that I'm not strong, I'm the one to take you on
Don't underestimate me boy, I'll make you sorry you were born
You don't know me the way you really should
You're sure misunderstood, don't call me baby

You got some nerve and baby that'll never do
You know I don't belong to you
It's time you knew I'm not your baby
I belong to me, so don't call me baby

Behind my smile isn't my I Q
I must admit this does not sit with the likes of you
You're really sweet, you're really nice
But didn't mama ever tell you not to play with fire

Don't think that I'm not strong, I'm the one to take you on
Don't underestimate me boy I'll make you sorry you were born
You don't know me the way you really should
You're sure misunderstood, don't call me baby

You got some nerve and baby that'll never do
You know I don't belong to you
It's time you knew I'm not your baby
I belong to me, so don't call me baby

You and me we have an opportunity
And we can make it something really cool
But you, you think I'm not that kind of girl
I'm here to tell you baby, I know how to rock your world

Don't think that I'm not strong, I'm the one to take you on
Don't underestimate me boy, I'll make you sorry you were born
You don't know me the way you really should
You're sure misunderstood, don't call me baby

You got some nerve and baby that'll never do
You know I don't belong to you
It's time you knew I'm not your baby
I belong to me, so don't call me baby

You got some nerve and baby that'll never do
You know I don't belong to you
It's time you knew I'm not your baby
I belong to me, so don't call me baby"
Eve,Got It All,"Come on, huh
Come on, yo, yo, yo
Some people blond peeps, red banjies
Some are moving quickly, outta town
How they gonna find her moving swiftly?
Five steps ahead of the best so that's nothing
Twenty steps ahead of the rest they left stuck
And in they face not, what not?
I can't stand broads
Ridiculous niggas practice for the title ""hard""
Me pick of the litter
I was born to bubble y'all
Born to change game shit born to stand guard
Play games you left nameless, fame hard
Promise that it's never painless
Nigga be hard
Convinced that you can take over the Eve
Eat nigga let starve
Strong as a stallion maiden
You better dart
Is she feminine with pretty women friends all dimes
Timberlands is how I like my men and all minds
Rough ryde you niggas hard head, soft spine
Pass the word
Must have the stacks to cross lines
Come on

Don't want your dough (Uh-huh)
I don't want your car (Yes you do)
Don't want your jewels
No not at all (Stop lying)
With them other broads
You might rule it all (Rule it all with you too)
But not with me (Come on)
Sorry boo I got it all (Come on)
Don't want your dough
I don't want your car (Uh-huh, yeah right)
Don't want your jewels
No not at all (Yeah right)
With them other broads
You might rule it all (Rule it all with you too)
But not with me
Sorry boo I got it all
Don't want your dough (Uh-huh)
I don't want your car (Yes you do)
Don't want your jewels
No not at all
With them other broads
You might rule it all
But not with me
Sorry boo I got it all

Don't want your dough
I don't want your car
Don't want your jewels
No not at all
(Yeah right)
With them other broads
You might rule it all
But not with me
Sorry boo I got it all

Yo a chick is a chick
A nut is a nut
And they always keep an attitude
Till you butter 'em up
Since I ain't gotta buy you stuff
Who gon' hold you down
If they try to run in here and tie you up
Now don't start flippin' it
Everybody know
We've been had dough
Y'all just start gettin' it
Money might make you grown
But you still need a dog to take you home
And make you moan
You ain't gotta see the bank for loans
All I do is party and bullshit like when Frank was home
And you got it all boo I got it all too
A four, five, and a six and they all blue
And I don't care what she think
If I offered you any ice love it'll be in the drink
And instead of talking 'bout what you got and all that
Just make sure when I hit you that you call back
Come on, uh-huh

Don't want your dough
(Uh-huh)
I don't want your car
(Yes you do)
Don't want your jewels
No not at all
(Stop lying)
With them other broads
You might rule it all
(Rule it all with you too)
But not with me
(Come on)
Sorry boo I got it all
Don't want your dough
I don't want your car
(Uh-huh, yeah right)
Don't want your jewels
No not at all
(Yeah right)
With them other broads
You might rule it all
(Rule it all with you too)
But not with me
Sorry boo I got it all

Yo, yo ay yo
One touch will make a nigga blush on site
Grown men create a crush, nails they bite
It's a game try to catch me but only if you can
It takes a lot to impress the bombshell to want a man
And it ain't about your dough baby Eve alright
Cause if Eve wanna fly away, Eve take a flight
Eve hungry for a meal baby Eve get a bite
You nice and you might get to see it daddy, tight

Yo, yo, yo
I'm glad that you got it all
That's more for me
And I ain't gotta pay for the puss I score for free
And the same thing I pulled on them
I pulled on you
Come on now how you think I pulled your crew?
Got my own crib so you can't kick me out
I'll call one of your friends to come twist me out
If you know Jada then you know what Kiss be 'bout
Just for fun I hit the bank and pull fifty out, uh ah

Don't want your dough (Uh-huh)
I don't want your car (Yes you do)
Don't want your jewels
No not at all (Stop lying)
With them other broads
You might rule it all (Rule it all with you too)
But not with me (Come on)
Sorry boo I got it all (Come on)
Don't want your dough
I don't want your car (Uh-huh, yeah right)
Don't want your jewels
No not at all (Yeah right)
With them other broads
You might rule it all (Rule it all with you too)
But not with me
Sorry boo I got it all
Don't want your dough (Uh-huh)
I don't want your car (Yes you do)
Don't want your jewels
No not at all
With them other broads
You might rule it all
But not with me
Sorry boo I got it all

(Come on)
Yeah (Uh-uh)
Yeah right (Uh-huh, come on)
Uh (Uh-uh)
Stop lying"
Limp Bizkit,Re-Arranged,"Just think about it
Just think about it

Lately I've been skeptical, silent when I would used to speak
Distant from all around me who witness we feel and become weak
Life is overwhelming, heavy is the head that wears the crown
I'd love to be the one to disappoint you when I don't fall down

But you don't understand, when I'm attempting to explain
Because you know it all and I guess things will never change
But you might need my hand when falling in your hole
Your disposition, I'll remember when I'm letting go

Of you and me, we're through an' rearranged

It seems that you're not satisfied, there's too much on your mind
So you leave and I can't believe all the bullshit that I find
Life is overwhelming, heavy is the head that wears the crown
I'd love to be the one to, disappoint you when I don't fall down

But you don't understand when I'm attempting to explain
Because you know it all and I guess things will never change
But you might need my hand when falling in your hole
Your disposition, I'll remember when I'm letting go

Of you and me, we're through and rearranged
You and me, we're through and rearranged
You're no good for me, thank God its over

You make believe
That nothing is wrong until you're cryin'
And you make believe
That life is so long until you're dyin'

You make believe
That nothing is wrong until you're cryin', cryin' on me
You make believe
That life is so long until you're dyin', dyin' on me

You think that everybody is the same
I don't think that anybody is like you
You think everybody is the same
I don't think that anybody is like you

Just think about it
You'll get it"
"Spencer, Tracie",Still In My Heart,"Oh, I just want you to know
No matter where you go
It doesn't matter 'cause you're still in my heart

Thinkin' of you brings tears to my eyes
Seems yesterday, we were planning our lives
I'm so confused, wonderin' why
How could you leave without sayin' goodbye

Picture your smile inside of my head
Still smell your cologne all over my bed
Miss you so much, I pray every night
That the angels are watching and treating you right

Oh, I just want you to know
No matter where you go
It doesn't matter 'cause you're still in my heart

I sing to myself, so nobody hears
There's just no escaping, the sounds of my tears
Miss you so much and every night
I can't get to sleep, it ain't right

Memories keep holding me down
There's just no fun when you're not around
Don't know what to do, now I'm faced with the truth
Somehow I thought that we would always be

Oh, I just want you to know
No matter where you go
It doesn't matter 'cause you're still in my heart

Oh, I just want you to know
No matter where you go
It doesn't matter 'cause you're still in my heart

Still in my heart, still in my heart
You're still in my heart
It doesn't matter 'cause you're still in my heart

You're still in my heart
You're still in my heart
You're still in my heart
It doesn't matter 'cause you're still in my heart

You're still in my heart
You're still in my heart
You're still in my heart"
Nu Flavor,3 Little Words,"Never believed in love at first sight
But I believe what i'm feeling tonight
Cause when I saw you across the room
I felt my heart going boom boom boom
I looked, I fell so hard
Girl I know you can tell that
I'm hooked on you, oh girl
You know i'm falling for you because

I looked, I fell so hard
Girl I know you can tell that
I'm hooked on you, oh girl
You know I'm falling for you because

One look in your eyes
I knew we two would always be together
And there are 3 little words that say it all
I love you
Girl I realize that I wanna be with you forever
So SAY those 3 little words I wanna hear
I love you

I was waiting for a sign from you
Hoping you'd feel the same way too
When you looked at me and smiled
My heart was going a thousand miles
I stopped, turned around
I tried to keep my feet of the ground
As I stepped to you we touched
I knew you were feeling it too because

One look in your eyes
I knew we two would always be together
And there are 3 little words that say it all
I love you
Girl I realize that I wanna be with you forever
So SAY those 3 little words I wanna hear
I love you

I know it's written all over my face
And girl you can believe it's true
That time could never erase these feelings I have for you

One look in your eyes
I knew we two would always be together
And there are 3 little words that say it all
I love you
Girl I realize that I wanna be with you forever
So SAY those 3 little words I wanna hear
I love you"
Tamar,If You Don't Wanna Love Me,"I stopped by to see you just the other day
And I wanna say that I finally realized
The words I love you don't mean a thing

It's so hard for me to see
Because you meant everything to me
But I guess I gotta move on
Even though it hurts I gotta be strong

If you don't wanna love me, don't love me
Don't wanna touch me, don't touch me
'Cause I don't want you to do anything
That you don't want to do

And if you don't wanna miss me, don't miss me
Don't wanna kiss me, don't kiss me
'Cause I don't want you to do anything
That you don't wanna do, no

Who would've known that on
The nights that you were hanging late
All alone I'd lay awake in our bed?
Someone else was putting food on your plate

I refuse to believe that you never ever loved me
I've gotta move on, our love is gone
And this house is not a home

If you don't wanna love me, don't love me
Don't wanna touch me, don't touch me
'Cause I don't want you to do anything
That you don't want to do

And if you don't wanna miss me, don't miss me
Don't wanna kiss me, don't kiss me
'Cause I don't want you to do anything
That you don't wanna do no

You can be lonely, I don't really care
But didn't have to make me think
That you would be right here
You said that you would be there, so if you don't

If you don't wanna love me, don't love me
Don't wanna touch me, don't touch me
'Cause I don't want you to do anything
That you don't wanna do

And if you don't wanna miss me, don't miss me
Don't wanna kiss me, don't kiss me
'Cause I don't want you to do anything
That you don't wanna do

If you don't wanna love me, don't love me
Don't wanna touch me, don't touch me
'Cause I don't want you to do anything
That you don't wanna do

And if you don't wanna miss me, don't miss me
Don't wanna kiss me, don't kiss me
'Cause I don't want you to do anything
That you don't wanna do

If you don't wanna love me, don't love me
Don't wanna touch me, don't touch me
'Cause I don't want you to do anything
That you don't wanna do

And if you don't wanna miss me, don't miss me
Don't wanna kiss me, don't kiss me
'Cause I don't want you to do anything
That you don't wanna do"
"Levert, Gerald",Baby U Are,"Before you came around I asked myself
What is this thing called love?
There were clouds, the rain kept pouring down
Then you brought the sun, yes, you did

Showed me all the differences
Between a woman and a girl
Right then I knew I could be a good man
With you inside my world, my world, my world

I don't need to take a toke
'Cuz I'm on a natural high
Everybody's blowing smoke
But girl you never lie
Friends say that we in a pinch
They're just hatin' their lies
I know they want what I got
It comes once in a lifetime, yeah

You're the reason why I sing
All of life's finer things
Like rainbows and shining stars
Baby, you are
You're the reason why I sing
All of life's finer things
Like diamond rings and fancy cars
Baby, you are

I was a bad seed
And you nourished me, encouraged me
'Till I grew tall as a tree, as a tree
You had patience to search
Find and bring out
All the best in me, yes, you did

You see things I couldn't see
My mental potential
Girl, you showed me, yeah
Now it's a reality and I promise for you
I'm gonna be all that I can be

I don't need to take a toke
'Cause I'm on a natural high
Everybody's blowing smoke
But girl, but girl you never, never, never, never lie
Friends say that we in a pinch
But they're just hatin' their lies
I know they want what I got
It only comes once in a lifetime, baby, baby

You're the reason why I sing
All of life's finer things
Like rainbows and shining stars
Baby, you are, yeah
You're the reason why I sing
All of life's finer things
Like diamond rings and fancy cars
Baby, you are

You are, you are, you are, you are
Baby, you are, I mean it, I mean it, babe
Baby you are, said you're number one in my book
And forever you got me hooked
Baby, you are, you are, you are

Take it back girl, come on
Ooh, who, ooh, who
You're my shining star
Said baby, baby you are, you are, you are
Oh, who, you're everything I need
Baby just stay here with me, you are

You're the reason why I sing
All of life's finer things
Like rainbows and shining stars
Baby, baby, baby, baby, you are, yeah
You're the reason why I sing
All of life's finer things
Like diamond rings and fancy cars
Ooh, ooh, baby, you are, yeah
You are, yeah, yeah, yeah
Baby, you are, yeah
Baby, you are my everything
Baby you are

You're the reason why I sing
All of life's finer things
Like rainbows and shining stars
Baby, baby, baby, you are
You're the reason why I sing
All of life's finer things
Like diamond rings and fancy cars
Baby, you are"
"Hart, Beth",L.A. Song,"She hangs around the boulevard
She's a local girl with local scars
She got home late 
She got home late 
She drank so hard the bottle ached
And she tried
And she tried
And she tried
But nothing's dear in a bar full of flies
So she takes
So she takes
So she takes
She understands when she gives it away
She says

Man I gotta get outta this town
Man I gotta get outta this pain
Man I gotta get outta this town
Outta this town and outta L.A.

She's gotta gun
She's gotta gun
Shes got a gun she calls the lucky one
She left a note right bye the phone
Don't leave no message cause this ain't no home
And she cried 
And she cried 
And she cried 
She cried so long her tears ran dry
Then she laughed
Then she laughed
Then she laughed
'Cause she knew she was never comin' back
She said

Man I'm gonna get outta this town
Man I'm gonna get outta this pain
Man I'm gonna get out of this town
Outta this town and outta L.A.

It's all she loves 
It's all she hates its all too much for her to take 
she can't be sure just where it ends or where the good life begins
So she took a train
So she took a train
To a little old town without a name
She met a man he took her in
Then fed her all the same bullshit again
'Cause he lied
'Cause he lied
'Cause he lied
He lied like a salesman sellin' flies
So she screamed
So she screamed
So she screamed
I'ts a different place
But the same old thang
It's all I love It's all I hate It's all too much for me to take
I can't be sure where it beings or if the good life lies within
So she said

Man I gotta get out of this town
Yeah I gotta get back on that train
Man I gotta get out of this town
I'm outta my pain
So I'm goin' back to L.A."
"Diffie, Joe",The Quittin' Kind,"I know you're holding your breath, yu're wondering what's coming next
Can't be too careful this time
No love ain't something you trust, you've seen a little too much
Of the quittin' kind

That pain you're wrestling with I know right where it lives
Been there a couple of times
Always almost in tears
Living in fear of the quittin' kind

If you don't know what you've got
I'll tell you one thing it's not
It's not the kind of love that would turn and run

This one's steady and strong
This one will keep going on and on and on
Till the end of time, it ain't the quittin' kind

You don't have to be scared we're not going back there
We're going to leave it behind
All that sorrow and grief
Those bad memories of the quittin' kind

If you don't know what you've got
I'll tell you one thing it's not
It's not the kind of love that would turn and run

This one's steady and strong
This one will keep going on and on and on
Till the end of time, it ain't the quittin' kind

This one is steady and strong
This one will keep going on and on and on
To the end of time, it ain't the quittin' kind

Quittin' kind no, no, no
It ain't the quittin' kind"
Funkmaster Flex,Do You,"That ""T"" would help though
Here we go again
Yeah, check it out, y'all
Check it out, check it out
Check it out y'all, check it out y'all
Straight Y.O. mother f**kers

Now days cats and middleman, little man, ain't controlling shit
Talk about holding bricks, but ain't holding dick
Niggas talk real slick, but that's about it
Soon as I see 'em headed my way, I cut them off quick
Must you beat me in my head everytime I come through?
It's shit like, everybody tells me I sound just like you
But you got me, got me? And you can't live without me
If I wasn't DMX, you wouldn't give a f**k about me
Ain't about ""Dog I wanna be just like you""
How about you wanting to be just like you?
You can do what I do, just in your own way
Shit, I get niggas that ride big every f**kin' day (I-ight?)
If you got talent, talent is yours, it can't be mine
And it take you where it's gon' take you, it'll be fine

Let me hit 'em with the rewind
Do you and I'll do me
To me you'll see how real you'll be

1 - Do you - 'cause what it boils down to it's true
Do you - 'cause you are held accountable fo ryou
Do you - Is that really what you want me to see
Do you - 'cause I'mma do me, truley

Do you - 'cause what it boils down to, it's true
Do you - 'cause you are held accountable for you
Do you - Is that really what you want me to see
Do you - 'cause I'mma do me, truley

Hey yo dog, I got lyrics
Hey yo dog, I got beats (Word)
Damn, is this the type of shit I gots to put up with in the streets?
Used to be able to walk, not have to talk to nobody
Everywhere I go it's like I bring the whole party
It ain't about"
"Price, Kelly",Love Sets You Free,"Featuring / montell jordan, sisqo, case,
Dru hill, blackstreet, babyface,
Tamar braxton, kandice love,
Aaron hall & lov her

[aaron hall]
Yeah
When peeps give you love
There's nothing in this world
That could set you free, yeah
Feel me? (def soul)
Yo g

[case] (sisqo)
Here I am all alone
Can't let you get the best of me
(gotta let you know, love sets you free)

[montell jordan]
And these walls closing in
Closing in slowly, yeah

[sisqo]
But ain't no way they can hold me down
I won't allow it
Cause I believe, yeah

[montell, case, babyface, dru hill]
I believe that love
Love sets you free
And it will take you higher, higher
If you believe, oh yeah
Kelly do you know?

[kelly price]
Do you know what it's like
When shackles are on your feet
You're facing a hurricane
One more chapter in your journey, yeah
Break through darkness in my life
Like sunshine (yeah)
Now I believe
(I believe baby)
Now I believe that love (yeah)

[kelly, tamar, lov her, kandice]
Love will set you free
I know it's gonna take you higher


If you believe
You just believe
And you will receive

[kandice love]
I opened up with my heart
There was no doubt
That hatred pulls you in
And love pulls you out
If you believe in faith you will never fall
Love will take you higher than any wall

[all]
Love will set you free
(if you believe in love)
Higher
(it will take you higher)
If you just believe
(and higher, oh love, love, love, love, love)
Set you free

Love (believe it)
Sets you free (love will set you free)
Higher (we're gonna take you higher, yeah yeah)
Just believe (love will, oh oh yeah)
If you just believe

(ad lib while:)
Only love can set you free
Love will be everything you need
A little faith, charity
If you just believe

Open up, let it in
It will change everything, really
Love is life, love is free
If you only just believe

Only love can set you free
Love is free, let it be
A little faith, charity
If you just believe

Open up, let it in
It can change everything, really
Love is life, love is free
If you only just believe
(love sets you free)"
En Vogue,Riddle,"One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

Monday morning was the first time
That I noticed something strange
Going on with you, your kiss was not the same
Was it all just in my mind
Or was it something I should pay attention to?

Then on Tuesday
Having lunch with friends I thought I saw your car
Leaving from our favorite restaurant but too far
For my eyes to see what I feel
Would be heartbreaking if what I saw was true

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

Wednesday evening
Every time the phone would ring you'd say, ""Hello""
But when I'd come around you'd say, ""I gotta go""
Your friends never called line two before
And I don't know nobody named Tyra

Ho, now it's Thursday
You left the house to go to work an hour early
Said you had some papers for your boss to sign
But you left your briefcase home and when I called your job
They said you were not there, oh yeah

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

Friday night
Is the night we've always had our weekend date
But you showed up at the house extremely late
Without any conversation
You just went to bed and said that you're head ached

Now it's the weekend
And you know that it's the day I do my cleaning
And when I washed your shirts I just could not believe
I'm picking hair weave off your sleeve
Found a letter in your pocket from Louise, please

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

You lied

You fool

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go

One little riddle
Two little, three little
Four little riddle
Five little, six little
Seven little riddle
Eight little riddle
Now you know, you gotta go"
"Herndon, Ty",No Mercy,"Don't think I'm sorry is what we need to say
Don't think forgiveness is why we're here today
Guilty, we're both guilty, let's walk through that door

A second chance is what I'm talking about
Let's take the hurt and turn it inside out
Lay it on me baby till I can't take anymore

No mercy, show me no mercy
Love me all night long and don't hurry
Take it slow and easy, no mercy tonight
(No mercy, show me no mercy)

Hold me baby, you know I've been hurting
Love this love back to life 'cause it's worth it
Love me strong baby, show me no mercy tonight

Remember when we thought that being apart
Would be the best thing for both our hearts
It's a prison out there when you're living alone for sure

Now I know how much I really missed you
No more games, just wanna be with you
Just give me all your love till you can't give anymore

No mercy, show me no mercy
Love me all night long and don't hurry
Take it slow and easy, no mercy tonight
(No mercy, show me no mercy)

Hold me baby, you know I've been hurting
Love this love back to life 'cause it's worth it
Love me strong baby, show me no mercy tonight

In the silence of the early hours
I look at you and I feel the power
Don't need promises to make it right
Let's just follow what we're feeling inside

No mercy, show me no mercy tonight

Hold me baby, you know I've been hurting
Love this love back to life 'cause it's worth it
Love me strong baby, show me no mercy tonight
(No mercy, show me no mercy)

No mercy, show me no mercy tonight
(No mercy, show me no mercy)
Love me strong and show me no mercy tonight
(No mercy, show me no mercy)"
Anastacia,I'm Outta Love,"Ooh, oh, whoa
Yeah, yeah,
yeah, yeah

Oh yeah, aha
Now, baby, come on
Don't claim that love you never let me feel
I should have known
'Cause you've brought nothing real
Come on, be a man about it
You won't die
I ain't got no more tears to cry
And I can't take this no more
You know I gotta let it go

And you know
I'm outta love
Set me free
And let me out this misery!
Just show me the way to get my life again
'Cause you can't handle me
Said I'm outta love
Can't you see
Baby, that you gotta set me free?

I'm outta love

Yeah
Said how many times
Have I tried to turn this love around?
But every time
You just let me down
Come on, be a man about it
You'll survive
True that you can work it out all right
Tell me, yesterday
Did you know?
I'd be the one to let you go?

And you know
I'm outta love
Set me free
(Set me free, yeah)
And let me out this misery
(Oh, let me out this misery)
Show me the way to live my life again
You can't handle me
(Said) I'm outta love
(I'm outta love) Can't you see
Baby, that you gotta set me free

I'm outta
Let me get over you
The way you've gotten over me too, yeah
Seems like my time has come
And now I'm moving on

I'll be stronger
I'm outta love
Set me free (Set me free)
And let me out this misery
(Let me out this misery, yeah)
Just show me the way to live my life again
(My life again)
You can't handle me (No no, no, no)
Said I'm outta love (I'm outta love)
Set me free (Set me free)
And let me out this misery
(Yeah, yeah, yeah, yeah)
Show me the way to get my life again
You can't handle me
Said I'm outta love
Can't you see (Can't you see)
Baby, that you gotta set me free
I'm outta love

Yeah, yeah, yeah, yeah
I'm outta love
Set me free (No, no, no, no, no, no)
And let me out this misery
Just show me the way to get my life again
You can't handle me
(No, no, nobody)
(I said) I'm outta love
(Oh yeah, oh yeah)
Set me free
And let me out this misery"
Trina,Pull Over,"Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat

Dumps in the truck
Thighs like what?
Ain't nann hoe got more booty in the butt

Sisqo made that song when he seen me in a
THONG! TH-THONG! THONG! THONG!
I know you like the way the booty go
Like a pro
Slip him off the bed, throw him on the floor
Turn on the cameras start the freak show
This ass even make Black Rob say whoa
I got a fat ass playa nigga can't pass up
Juvenile couldn't even back this azz up
Bone don't you know lil' mama fully loaded
I got a fat ass and I know how to tote it
You wanna fuck?
Twenty g's for the nut
Keys to the mansion, keys to the truck
What? Y'all know what's up
Ain't nann hoe got more booty in the butt
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat

Who got more ass than the average bitch?

You know it's the baddest bitch

Number ten in the face slim in the waist
Fat in the ass, do you want a taste?
Pop to the bass I'mma make ya drop
(Whoop! Whoop!)
Trina fixin' ta make ya hot
Uh me and the girls hit the club and clown
Going back to the old school, Dodo Brown
M-I-A-M-I baby
Slip 'n' Slide and I'm going crazy
Cause my shit firm and tight, just right
And if the price is right I just might
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat

Off glass with it

Fat ass with it
Gettin' cash with it
I throw my back in it yeah
And I'mma shake what my mama gave me
Lil' mama don't play so you gotta pay me
I'm da baddest bitch you got to admit that
69 ways? You know I went that!
And I'mma shake my money maker
I'mma shake this thing like a salt shaker
Cause ain't nothing wrong with the bump and grind
When I do this thing up, jump behind
(Whoop! Whoop!)
Ride like a chuchoo train
(Whoop! Whoop!)
Lil' mama fixin' ta do this thing
(Whoop! Whoop!)
Front, back, side to side
(Whoop! Whoop!)
That's how ya slip 'n' slide
What's up lil' daddy
Trick a fat sack
Representin' for my girls with the fat back
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat
Whoop! Whoop!
Pull over that ass is too fat

Whoop! Whoop!
Pull over that ass is too fat

Whoop! Whoop! Whoop! Whoop!
Whoop! Whoop! Whoop! Whoop!
Whoop! Whoop! Whoop! Whoop!
Whoop! Whoop! Whoop! Whoop!
Whoop! Whoop! Whoop! Whoop!
Whoop! Whoop! Whoop! Whoop!
Whoop! Whoop! Whoop! Whoop!
Whoop! Whoop! Whoop! Whoop"
Lil' Mo,Ta Da,"Ta da
Trying to make you disappear
Make ya pack your bags
Get the hell out of here
Ding-dong, the sound I'm waiting for
Your taxi's outside
And the driver's at the door

Vroom!
Won't you please disappear?
Make yourself invisible
But leave the car here
The pink slips in my name
So the Benz has gotta stay
Why you stuttering and trying to explain?

Had it up to here
I made the choice today
See one of us will be leaving
Right now I ain't gonna say
You say you didn't go out
I know that was a lie
The neighbors said they saw you
Last night driving by

What's up with this girl?
Some supermarket clerk
Is visiting our house
Each day when I'm at work
I just can't believe you had the nerve
There'll be no more

No more kisses
We won't make it up
I'm tired of your shit
I've had enough
If I had three wishes
You'd see me close my eyes
Real tight I'd concentrate
Like 1-2-3 and

Ta da
Trying to make you disappear
Make ya pack your bags
Get the hell out of here
Ding-dong, the sound I'm waiting for
Your taxi's outside
And the driver's at the door

Vroom!
Won't you please disappear?
Make yourself invisible
But leave the car here
The pink slips in my name
So the Benz has gotta stay
Why you stuttering and trying to explain?

See one of us has got to go
It's gon' be you 'cause it's my condo
The two of us can't be up in here
So one of us is gonna make it clear

There's no laying 'round, no free rides
No playing around, that's a rule of mine
But you were cheating 'round
Trying to ride for free
If it worked, I'd dream of genie
I'd blink your ass away from me

No more kisses
We won't make it up
I'm tired of your shit
I've had enough
If I had three wishes
You'd see me close my eyes
Real tight I'd concentrate
Like 1-2-3 and

Ta da
Trying to make you disappear
Make ya pack your bags
Get the hell out of here
Ding-dong, the sound I'm waiting for
The taxi's outside
And the driver's at the door

Vroom!
Won't you please disappear?
It's funny but that's what I wanna hear
The pink slips in my name
So the Benz has gotta stay
Why you stuttering and trying to explain?

Ta da
Trying to make you disappear
Make ya pack your bags
Get the hell out of here
The sound I'm waiting for
The taxi's outside
And the driver's at the door

Won't you please disappear?
Make yourself invisible
But leave the car here
The pink slips in my name
So the Benz has gotta stay
Why you stuttering and trying to explain?

Ta da
Trying to make you disappear
Make ya pack your bags
Get the hell out of here
Ding-dong, the sound I'm waiting for
The taxi's outside
And the driver's at the door

Vroom!
Won't you please disappear?
Make yourself invisible
But leave the car here
The pink slips in my name
So the Benz has gotta stay
Why you stuttering and trying to explain?
Ta da"
