articleBody,bajada,headline,link,section,source,volanta
"El mediocampista de la Selección Argentina Lucas Bilglia expresó en una nota su deseo de volver a ver al delantero de la Juventus Gonzalo Higuaín en el equipo nacional, luego de que los jugadores rompieran la veda con la prensa. LEÉ MÁS: La selección le dedicó la victoria a los periodistas con un irónico canto en el vestuario ""Me gustaría verlo otra vez de 9 en la Selección"", aseguró el jugador del Milan de Italia sobre el 'Pipita', quien no participó de las últimas dos convocatorias de la Selección por decisión de Sampaoli. La declaración llama la atención porque no es habitual que un jugador hable en público sobre las elecciones del DT. De hecho se especula con que las declaraciones de Paulo Dybala sobre que ""es difícil jugar con Messi"" lo relegaron en la consideración del técnico. Sin embargo, el volante central también tuvo elogios para con el entrenador. ""Sampaoli agarró un fierro caliente y no se lavó la manos"", dijo al tiempo que sostuvo que los jugadores ""le tratamos de dejar en claro al técnico que queremos seguir en la Selección"".",El jugador es uno de los pilares de la Selección y pidió en público por la vuelta de un compañero.,El relato que motivó a la Selección antes del partido con Ecuador,http://www.eldestapeweb.com//lucas-biglia-pidio-higuain-el-mundial-que-pensara-benedetto-n34587,Seleccion Argentina,eldestapeweb,Seleccion Argentina
"El PRO quiere declarar Ciudadana Ilustre a Susana Giménez por ""su lucha por los derechos humanos"". Lo propuso en la Legislatura de la Ciudad de Buenos Aires la compañera de fórmula de Elisa Carrió en las elecciones: Carmen Polledo. Polledo es la vicepresidenta primera de la Legislatura de la Ciudad de Buenos Aires y candidata a diputada nacional por la CABA en Vamos Juntos. Presentó un proyecto de ley para declarar “Ciudadana Ilustre a la actriz y conductora de TV, Susana Giménez, por su gran trayectoria artístico-cultural y su protagonismo humanitario en el ámbito de la ciudad”. En los fundamentos del proyecto, aparte de hacer una cronología por los hitos televisivos de la diva, aclaran: “Pero no solo Susana Giménez es una de las más destacadas personalidades de la cultura argentina, sino que además es una gran promotora de los derechos humanos como lo muestran sus campañas y adhesiones. En particular, su campaña #Terminemosconelmachismo, así como también su acción de concientización en la lucha contra el cáncer, ambas lanzadas desde su revista”. Así destaca su lucha por los Derechos Humanos. Sin embargo, es reconocida la frase de Susana cuando dijo ""El que mata tiene que morir"". Pidió pena de muerte para los delincuentes, en contraste con su aparente lucha por los Derechos Humanos. “Asimismo se expuso a ser fotografiada, ad honorem, en el marco del movimiento #NiUnaMenos, para que su imagen y actitud humanitaria ayuden a tomar conciencia sobre la necesidad de erradicar la violencia de género contra la mujer”, añaden. En cambio, Susana ha sido en más de una oportunidad una acérrima defensora del Gobierno actual. En una entrevista con Graciela Ocaña, Elisa Carrió y María Eugenia Vidal, avaló la teoría de que había ""linyeras pagos"" por el kirchnerismo para hacerse pasar por pobres para perjudicar la imagen de Cambiemos.  Luego, se supo que Susana se negó a entrevistar a Cristina porque no coincide políticamente con la candidata a senadora de Unidad Ciudadana.",Lo propuso en la Legislatura de la Ciudad de Buenos Aires la compañera de fórmula de Elisa Carrió en las elecciones: Carmen Polledo.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//el-pro-quiere-declarar-ciudadana-ilustre-susana-gimenez-su-lucha-los-derechos-humanos-n34586,Política,eldestapeweb,CABA
"Un funcionario de la municipalidad de Paraná se suicidó y lo anunció en su cuenta de Facebook. Allí, dijo que el motivo fue la ""persecución"" del intendente de esa ciudad entrerriana, el radical Sergio Varisco.  ""Me siento vencido..... me usaron y ahora me dejaron tirado.... no aguanto mas esta gestion me persiguio como nadie... mil perdon a mi amada FAMILIA!!!!! Van a estar bien..... perdon amigos...."", fue lo que posteó José Zamora en Facebook, a las 9:17. Según informó el diario Crónica, se quitó la vida tirándose desde la terraza del edificio de la propia municipalidad. Zamora se desempeñó como director de Tránsito municipal, hasta que fue removido hace un mes. Sus familiares y amigos lo despidieron en el mismo posteo que escribió, acusando de persecución a la gestión de Varisco. Cerca de las 11:30 del jueves, puso fin a su vida.    Embed",Trabajaba en la intendencia de Paraná. Dejó un mensaje en su cuenta de Facebook,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//un-funcionario-rios-se-suicido-la-persecucion-cambiemos-n34585,Política,eldestapeweb,Entre Ríos
"Fernando Carnota estalló contra los gremios aeronáuticos por realizar una asamblea, ante los conflictos con la empresa en las negociaciones paritarias y generar demoras de dos horas en los vuelos de Aerolíneas Argentinas y Austral. LEÉ MÁS: Por qué se demoraron los vuelos de Aerolíneas Argentinas y Austral Durante su segmento de noticias, habló por teléfono con el presidente de la compañía estatal, Mario Dell'Acqua, que criticó a los trabajadores. Posteriormente tomó unos minutos para hacer un editorial y cargó munición gruesa contra los operarios.    Embed    .@fernandocarnota estalló contra los aeronáuticos y los acusó de ""mediocres"": ""¿De qué lado están?"" pic.twitter.com/Mjw1APIp7l — El Destape (@eldestapeweb) 13 de octubre de 2017         ""No se trata de trabajadores que están abajo de un puente y cobrando dos mangos con cincuenta. Cobran muy bien, tienen un muy buen trabajo y está asegurado. Lo que estaban peleando son dos puntos más, tres puntos más de salario"", repudió el panelista de Animales Sueltos. LEÉ MÁS: Cierran momentáneamente Aeroparque por un perro en la pista de aterrizaje Luego insinuó que se trataba de una maniobra contra el Gobierno y los insultó: ""De que lado están? Si dicen que es absolutamente político, son miserables. ¿Pero de esta manera?"", cerró Carnota. En las reuniones paritarias, las empresas ofrecieron 16% de incremento más un bono, cuando los aeronáuticos piden un 26, acorde con la inflación interanual. Casi 10 puntos de diferencia.",El periodista criticó duramente a los trabajadores de Aerolíneas Argentinas y Austral por realizar una asambleas tras meses sin acuerdo paritario con la empresa.,El presidente de Aerolíneas acusó a la oposición por el paro,http://www.eldestapeweb.com//carnota-estallo-contra-los-aeronauticos-y-los-insulto-al-aire-n34584,Política,eldestapeweb,Aerolíneas Argentinas
"Los ex ministros de Cristina Sergio Massa y Florencio Randazzo se reencontraron en la señal de noticias TN y se dieron un sugestivo abrazo. Sucede a sólo 9 días de las elecciones. El hecho fue ayer, en el programa Juego Limpio, que conduce Nelson Castro. Los candidatos a senadores nacionales por Buenos Aires de 1País y de Cumplir se juntaron en un corte que fue captado por las cámaras del canal del Grupo Clarín. Ambos terminaron cruzados en un efusivo abrazo mientras participaban del programa. Y se mostraron abiertos ante la posibilidad de construir una renovación en el peronismo de cara a 2019. Al ser consultado si se imaginaba en un futuro compartiendo un espacio con Massa, Randazzo aseguró que se imagina ""con todos aquellos que aspiren que el peronismo vuelva a ser una fuerza política que pueda competir de cara a las elecciones de 2019"".    Embed    El abrazo entre @RandazzoF y @SergioMassa en @todonoticias, a días de las elecciones. pic.twitter.com/UlShwP1VMs — El Destape (@eldestapeweb) 13 de octubre de 2017",Los candidatos se encontraron en el canal del Grupo Clarín y alimentaron los rumores de acercamiento tras el 22 de octubre.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//el-sugestivo-abrazo-massa-y-randazzo-tn-dias-las-elecciones-n34583,Política,eldestapeweb,Elecciones 2017
"Un conflicto entre Aerolíneas Argentinas y los gremios generó reprogramaciones y cancelaciones de vuelos en la mañana de este viernes. Ante esto, el presidente de la línea estatal, Mario Dell'Acqua, salió al cruce y acusó al kirchnerismo de fomentar el conflicto. En declaraciones al canal Todo Noticias, Mario Dell'Acqua atacó a los gremios y los acusó de tener intereses políticos. ""Sí, hay gremios alineados con el kirchnerismo"".""Esta medida nos perjudica muchísimo. Afectar 20, 25 mil personas sobre las 42 mil que van a viajar hoy nos da en el medio del hígado"", protestó el funcionario macrista. En relación a la discusión paritaria, fustigó también a los sindicatos porque ""después del 42 por ciento (de incremento) que pagamos el año pasado pretenden valores que nos dejan fuera de lo que es el nivel de salario razonable. Ellos reclaman por arriba del 20"". ""Algunos pasajeros van a poder viajar recién el domingo"" Y agregó: ""Nosotros ofrecimos 16 por ciento, lo que se estima de inflación para el año próximo. Más una cláusula gatillo (por si resulta mayor la suba generalizada de precios) y un bono, lo que lleva más o menos a un 20 por ciento (la propuesta de aumento)"". Además, estimó que ""algunos (pasajeros) van a poder viajar recién el domingo"", tras la reprogramación de los servicios, al tiempo que pidió ""disculpas"" por ""esta medida absurda que los gremios dicen que es una asamblea, pero en realidad es un paro"". Las paritarias de los aeronáuticos comenzaron y por el momento no hay acuerdo. Al pedido de los gremios de un incremento del 26%, las empresas ofrecieron solo un 16%. Esto ocurrió el mismo día que el INDEC anunció que la inflación de septiembre fue de 1,9% y ya superó el 17% que se había fijado el Gobierno como meta para todo el 2017. En declaraciones a Radio Con Vos, el gremialista Pablo Biró le contestó: ""Lo que están haciendo es una pauta engañosa que no es lo que llega al salario del trabajador"", expresó el dirigente gremial respecto a que la empresa ofreció un 16 por ciento de aumento en los haberes con cláusula gatillo inflación, más un bono cercano al 20 por ciento. Biró agregó: ""Desde septiembre de 2016 a septiembre de 2017, lo mida quien lo mida, hubo entre un 24 y 26 por ciento de depreciación del salario"".",Mario Dell'Aqua acusó a la oposición por las demoras en los vuelos. La empresa ofreció una paritaria de solo el 16%.,Carnota estalló contra los aeronáuticos y los insultó al aire,http://www.eldestapeweb.com//el-presidente-aerolineas-culpa-al-kirchnerismo-el-paro-n34582,Economia,eldestapeweb,Aerolíneas Argentinas
"Como viene ocurriendo habitualmente, Elisa Carrió volvió a estar en el podio de los diputados con más inasistencias en el Congreso, lugar al que se postula por cuarta vez consecutiva en elecciones de medio mandato. En cuanto a los nombres propios, Dulce Granados, del Frente para la Victoria; Luis Beder Herrera, del PJ, y Elisa ""Lilita"" Carrió, de Cambiemos, ocupan el podio de legisladores con más inasistencias. Los datos surgen del análisis del presentismo que tuvo cada legislador desde marzo de 2016, a partir de la aplicación de noticias Congresoscopio, desarrollada por La Nación y publicada hoy.    Embed   Ausencias Carrió by MinutoUno.com on Scribd        Lilita otra vez se encuentra en el podio. En 2016, Carrió faltó al 80% de las votaciones que hubo el año pasado en la Cámara Baja. Así se desprende del Informe Estadístico de Votaciones Nominales elaborado por la Cámara Baja. De las 190 votaciones realizadas el año pasado en el recinto durante el período de sesiones ordinarias Carrió estuvo ausente en 158 de ellas y participó sólo en 32 oportunidades (con 27 votos afirmativos, 5 negativos y ninguna abstención). Asimismo de las 24 sesiones celebradas durante 2016, Carrió estuvo ausente en el 30% de ellas, según publicó un informe de MinutoUno. Entre las votaciones en las que no participó por estar ausente Carrió el año pasado se destacan la ley de reparación histórica de los jubilados que incluyó detrás de ese título un mega blanqueo y amnistía a evasores fiscales. No votó la ley de creación de fomento a las PyME ni la reforma política impulsada por Macri, ni el Presupuesto. Este dato se revela tan solo dos días después de que Carrió hiciera un repudiable comentario sobre Santiago Maldonado en el debate de candidatos. En TN, Lilita afirmó que había ""un 20% de posibilidades"" de que el joven tatuador ""estuviera en Chile con el RIM (sic)"".",La candidata de Vamos Juntos en la Ciudad volvió a encabezar el ranking.,La carta abierta de Sergio Massa a los votantes de Cristina Kirchner,http://www.eldestapeweb.com//carrio-otra-vez-el-podio-los-diputados-mas-inasistencias-el-congreso-n34581,Política,eldestapeweb,Cambiemos
"La campaña de cara a las elecciones legislativas 2017 aterriza este viernes en Mar del Plata, que contará con la presencia de Mauricio Macri y Cristina Kirchner en esa ciudad balnearia. Aunque el tenor de los actos del primer mandatario y la ex Presidenta es bien distinto. El jefe de Estado aterrizará este viernes a a ciudad balnearia para cerrar el 53º coloquio de IDEA. Allí, el Presidente ""jugará de local"" ante la plana mayor del empresariado nacional, en un contexto donde piden cada vez más una reforma que baje los impuestos y flexibilice las relaciones laborales. Macri estará en el hotel Sheraton, de la zona de Playa Grande, frente al Club de Golf, y se espera que hable alrededor de las 18 horas. En las PASO, Cambiemos se impuso en el partido de General Pueyrredón (donde se encuentra Mar del Plata) por 39,88% a 25,21%.    Embed         A esa misma ciudad, la candidata a senadora nacional por Unidad Ciudadana llegará para un acto, pero no será ante empresarios, sino en el populoso barrio Malvinas Argentinas. Será en la avenida Libertad al 8000, lejos del centro turístico de la Feliz. El acto está previsto para las 13 horas.    Embed         Luego, Cristina viajará a la ciudad de Dolores, donde tiene previsto inaugurar una nueva sede del gremio SMATA, que conduce Ricardo Pignanelli. El gremialista es uno de los popes sindicales que expresaron su apoyo a la ex mandataria este año y luego la Justicia impulsó una investigación judicial en su contra. El acto de Cristina con los trabajadores mecánicos ocurrirá a las misma hora que Macri esté en el Coloquio de IDEA con los empresarios.","La ex Presidenta y el actual mandatario pisan Mar del Plata, de cara a las elecciones legislativas del 22.","El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//a-la-misma-hora-macri-se-reune-empresarios-y-cristina-gremios-n34580,Política,eldestapeweb,Elecciones 2017
"El periodista de Página/12 y columnista especial de Economía Política hasta su censura, Horacio Verbitsky reveló en una entrevista radial con María O'Donnell que tiene en su poder la lista entera de los que blanquearon. En diálogo con Radio Con Vos, ante la pregunta de la periodista qué hará con toda esa información, ""El Perro"" respondió: ""Voy a ir viendo, no tengo por qué contarlo ahora"".    Embed         Según Verbitsky Mauricio Macri comenzó una extorsión contra Víctor Santa María, presidente de PJ proteño y dueño de Página/12, y reconoce que no lo dijo él sino ""Hugo Alconada Mon, Santiago Dapelo y Carlos Pagni en La Nación"": ""Yo comenté lo que ellos dijeron, que iba a haber represalia contra Víctor"". ""Lo que hice es legal, es mi rol, soy periodista"", remató. ""No dicen 'lo estamos investigando', dicen 'lo van a detener'. Ese programa de animales que hay en la televisión que dirige un relator de Boca Juniors (por Animales Sueltos) dijo 'el próximo va a ser Santa María y va a ir preso'. Si él va preso no sé quien va a seguir"", agregó. Además, Verbitsky comentó el planteó que le hizo al director del diario ante la persecución por su nota: ""Si para que nos dejen sin trabajo a todos mis compañeros me tengo que ir yo, me voy. Pero no dejes sin laburo a todos los pibes"".","El periodista reveló la pregunta que todos se hacían en una entrevista radial. Además, habló de la persecución a Página/12 y Victor Santa María.",La periodista oficialista que criticó la solicitada por la persecusión a Verbitsky,http://www.eldestapeweb.com//horacio-verbitsky-tengo-la-lista-completa-del-blanqueo-voy-ver-que-hago-eso-n34579,Política,eldestapeweb,Horacio Verbitsky
"Sergio Maldonado, hermano de Santiago Maldonado, le pidió a la candidata a diputada oficialista Elisa Carrió que si tienen información sobre la situación del joven, la presente a la Justicia, al cuestionar sus declaraciones en cuanto a que ""hay un 20 por ciento de posibilidades de que este chico esté en Chile"". LEÉ MÁS: Zaffaroni, irónico con Carrió: ""Hay un 80% de posibilidades que Maldonado esté en Europa"" ""Le agradezco que si tiene esas especulaciones se presente ante el juez, le informe lo que son, así encontramos a Santiago, por lo menos en un 20 por ciento"", afirmó Maldonado.    Embed    .@elisacarrio aseguró que ""hay un 20% de posibilidades"" de que Maldonado ""esté con la RAM en Chile"" y el público la chifló pic.twitter.com/OspvMbdnzd — El Destape (@eldestapeweb) 12 de octubre de 2017         El hermano de Maldonado reiteró en el canal Crónica TV que la principal hipótesis por la desaparición apunta a la Gendarmería: ""Santiago no cruzó el río, se entregó. Y si se hubiera metido, nadie se puede quedar ahí, porque es bajo y no tiene corriente. Prefectura dijo que por ahí no puede pasar nadie. Él fue detenido, se entregó"". ""Es inentendible que haya un grupo de personas que defienda la desaparición forzada de personas"", aseguró Sergio Maldonado y agregó que ""la desaparición"" de su heramano ""no es partidaria"". Además, subrayó: ""desde el primer momento que nos empezaron a atacar con hipótesis falsas, hay que estar preparado para cualquier cosa"".","Además, el hermano de Santiago reiteró en declaraciones periodísticas que la principal hipótesis por la desaparición apunta a la Gendarmería.",El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//sergio-maldonado-pidio-que-si-carrio-tiene-informacion-su-hermano-que-la-presente-ante-el-juez-n34578,Política,eldestapeweb,La desaparición de Maldonado
"Una insólita situación se produjo esta mañana en el aeroparque Jorge Newbery. Mientras los trabajadores de Aerolineas Argentinas y Austral hacían una asamblea por las discusiones paritarias, la terminal aérea tuvo que suspender sus operaciones por un perro en las pistas. LEÉ MÁS: Por qué se demoraron los vuelos de Aerolíneas Argentinas y Austral En paralelo, los gremialistas aeronáuticos afirmaron que pasadas las 8 de las mañana comenzará a normalizarse el sistema de vuelos de Aerolíneas Argentinas y Austral, que se demoró por distintas asambleas.    Embed    Cierran momentáneamente Aeroparque por un perro en la pista de aterrizaje pic.twitter.com/JD6NK5hWi0 — El Destape (@eldestapeweb) 13 de octubre de 2017         La propia empresa determinó que reprogramará a partir de las 10:00 y durante todo el fin de semana largo los vuelos afectados esta mañana por las medidas de fuerza de los gremios que representan a los trabajadores de tierra. Así lo confirmó el presidente de la compañía estatal, Mario Dell Acqua, en momentos en que los trabajadores ponían fin a las asambleas de dos horas que iniciaron en el Aeroparque Metropolitano Jorge Newbery a las 6:00. Las negociaciones entre Aerolíneas Argentinas y los gremios aeronáuticios se iniciaron hace 45 días, debido a que la paritaria del sector va de septiembre a septiembre, y ya contempló una conciliación obligatoria dictada por el ministerio de Trabajo de la Nación por la falta de entendimiento.","Por otro lado,  los gremialistas aeronáuticos comenzaron a normalizar el sistema desde las  8 de las mañana.",Carnota estalló contra los aeronáuticos y los insultó al aire,http://www.eldestapeweb.com//cierran-momentaneamente-aeroparque-un-perro-la-pista-aterrizaje-n34577,Política,eldestapeweb,Aerolíneas Argentinas
"El ex juez de la Corte Eugenio Raúl Zaffaroni le respondió irónicamente a Elisa Carrió por su versión sobre Santiago Maldonado y le recordó que ""en otro tiempo"" se decía que las personas desaparecidas podían estar ""en París con una mina"". El hoy magistrado de la Corte Interamericana de Derechos Humanos (CIDH) retrucó en Radio Caput: ""Hay un 80 por ciento de chances de que Maldonado esté en París con una mina. Es lo que se decía en otro tiempo"". Recordó, así, a la excusa de los defensores de la dictadura militar que solían afirmar que los desaparecidos estaban ""de paseo por Europa"" en lugar de reconocer el terrorismo de Estado. LEE MÁS     Embed         De esta manera, Zaffaroni criticó los dichos de Carrió, quien durante el debate televisivo de este miércoles sostuvo que ""hay un 20% de posibilidades"" de que el joven artesano esté ""en Chile con el RIM (sic)"", en un intento por decir que el joven artesano estuviera vivo con el grupo de Resistencia Ancestral Mapuche (RAM). ""Hay un 80 por ciento de chances de que Maldonado esté en París con una mina"" Zaffaroni consideró que se está dando ""un arsenal de encubrimiento"": ""Eso de empezar a decir que la persona está en otro lado, que se la llevaron, con testigos que desaparecen. Se está satanizando a la comunidad mapuche"", argumentó. ""En el caso Maldonado la situación es más grave, ahora van apareciendo testigos pero lo que originariamente nos hizo sospechar que había una desaparición forzada era la propia actitud del oficialismo"", opinó. En esta línea, el ex juez de la Corte Suprema apuntó contra el Gobierno y sostuvo que hay ""una lucha del poder corporativo con el poder político"". ""No sé con qué grado de sinceridad o de hipocresía, pero generalmente todos los gobiernos decían querer justicia independiente. Es la primera vez que escucho a un Gobierno decir que quieren jueces propios"", señaló.  LEE MÁS ""El repudiable comentario de Macri para presionar a jueces y empresarios""",El ex juez de la Corte Suprema parodió a la diputada y recordó una frase que solía decirse de los desaparecidos en la última dictadura militar.,El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//zaffaroni-ironico-carrio-hay-un-80-posibilidades-que-maldonado-este-europa-n34576,Política,eldestapeweb,La desaparición de Maldonado
"Los gremialistas aeronáuticos afirmaron que pasadas las 8 de las mañana comenzará a normalizarse el sistema de vuelos de Aerolíneas Argentinas y Austral, que se demoró por distintas asambleas. El secretario general de la Unión del Personal Superior y Profesional de Empresas Aerocomerciales (Upsa), Rubén Fernández, aseguró esta mañana que ""a más tardar"" a las 8 de la mañana ""se normaliza"" la situación en Aerolíneas Argentinas y Austral, empresas que debieron reprogramar sus vuelos por una protesta gremial. De todas formas, el sindicalista advirtió que ""la última actualización salarial fue en septiembre del año pasado"" y que la oferta que hizo el gobierno es ""muy insuficiente"". ""Hoy a la tarde tenemos una reunión en el Ministerio de Trabajo y tenemos que dar una respuesta. No hay ningún riesgo. A las 8, a más tardar, la gente vuelve a trabajar y se normaliza la situación"", afirmó en declaraciones a radio La Red. Las empresas, con aval del Gobierno, vienen ofreciendo un incremento salarial del 16%, dentro de la pauta fijada para este año, que fue del 12 al 17%. Los gremios APLA, UALA APTA, APA y UPSA reclaman entre un 24 y un 26% de aumento. Este jueves hubo una reunión en el Ministerio de Trabajo, que no logró destrabar el conflicto.",Los gremialistas aseguraron que pasadas las 8 de la mañana se normaliza el transporte aéreo.,Carnota estalló contra los aeronáuticos y los insultó al aire,http://www.eldestapeweb.com//por-que-se-demoraron-los-vuelos-aerolineas-argentinas-y-austral-n34575,Economia,eldestapeweb,Aerolíneas Argentinas
"Los custodios de seguridad del presidente, Mauricio Macri, golpearon a un hombre que le preguntó en pleno acto en La Pampa dónde está Santiago Maldonado.  ""¿Y de los mapuches qué nos dice?"", preguntó el hombre que se acercó a un acto que hizo el Presidente en La Pampa.  -""También los mapuches y todos los pueblos originarios tienen que tener una oportunidad, una oportunidad de trabajar"", respondió Macri.    Embed    Custodios de @mauriciomacri sacan de un acto a un hombre que le preguntó al Presidente por los Mapuches. pic.twitter.com/izWfTrIHz2 — El Destape (@eldestapeweb) 12 de octubre de 2017         Mientras el Presidente daba la respuesta, un grupo de custodios se dirigió al hombre y lo arrastró a la salida. LEER MÁS: El triste final del parrillero al que Macri le prometió un crédito Periodistas que cubrían el acto impidieron que lo golpeen. ""No hizo nada, sólo hizo un pedido"", les protestaron.",Al hombre tuvo que salir a protegerlo los periodistas que lo cubrieron. Ocurrió en un acto del Presidente en La Pampa.,Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//custodios-macri-atacaron-un-hombre-que-le-pregunto-maldonado-n34574,Política,eldestapeweb,Macri Presidente
"El presidente Mauricio Macri fue recibido hoy por un grupo de personas que aguardaron el paso de la comitiva oficial para lanzarle huevos, en la zona de la ""rotonda del avión"", en Santa Rosa, La Pampa y tras ello, desde el Gobierno salieron a denunciar una ""emboscada"" organizada. Situados a un costado de la calle, el grupo esperó la llegada del Presidente con carteles que se preguntaban ""¿Dónde está Santiago Maldonado?"" y otros que afirmaban ""tarifazos es igual a pobreza"".    Embed    Recibieron con huevazos a @mauriciomacri en La Pampa. pic.twitter.com/PxJooMt677 — El Destape (@eldestapeweb) 12 de octubre de 2017         Por otra parte, mientras Macri pronunciaba su discursos en el Club El Fortín Roca, un integrante del pueblo mapuche hizo su reclamo y lo interrumpió por escasos segundos. El hombre identificado como Alejandro Nahuel, de la comunidad Newen Lelfün Mapu le preguntó ""¿y para el pueblo mapuche?"", y frente a ello, el personal de seguridad presidencial lo apartó y el referente del pueblo originario se agarró a una de las vallas para que no se lo llevaran.",El máximo mandatario fue muy mal recibido en La Pampa y desde el Gobierno salieron a acusar a la organización de la seguridad en la provincia del sur del país.,Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//escracharon-huevazos-macri-y-denuncio-una-emboscada-politica-n34573,Política,eldestapeweb,Macri Presidente
"Antes de formar parte de Cambiemos y defender a Mauricio Macri, Elisa Carrió había cuestionado duramente los negociados del empresario ahora a cargo de la Presidencia. La entonces candidata a diputada por Cambiemos había chicaneado a un funcionario de la Ciudad de Buenos Aires por defender los negociados del PRO en 2013.     Embed    ARCHIVO | El día que @elisacarrio chicaneó a @sergiobergman por respaldar los negocios de amigos de @mauriciomacri en la Ciudad (Año 2013) pic.twitter.com/GwbGtEw89R — El Destape (@eldestapeweb) 12 de octubre de 2017         En un debate por TN, Carrió le atribuyó a Sergio Bergman “festejar con Macri” las adjudicaciones a IRSA, Caputo, Riva SA, a Ángelo Calcaterra y a Cristóbal López. “¿No conociste ningún delito en la legislatura que hayas debido denunciar como funcionario público? Entonces, señores, no hay corrupción”, le dijo a Bergman. En otro pasaje, dijo compartir con Juan Cabandié “que la salud en la Ciudad es insostenible”. También advirtió: “A mí me encanta el metrobus, pero voy a hacer una crítica: Estoy harta de los colores porque esa confusión de colores hace creer a mucha gente que la plata sale de los bolsillos de Macri”. “Yo estoy contentisima con UNEN y lloré por UNEN”, finalizó Carrió en su exposición hace cuatro años. LEER MÁS: La Pampa: Macri volvió a embestir a los trabajadores y los jueces laborales",La candidata a diputada por Cambiemos había chicaneado a un funcionario de la Ciudad por defender los negociados del PRO en 2013.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//el-dia-que-carrio-cuestiono-los-negocios-los-amigos-macri-n34572,Política,eldestapeweb,Elecciones 2017
"El parrillero cordobés Luis Almada fundió y cerró la fundación que había puesto para ayudar a personas a salir de la calle, debido a que el presidente, Mauricio Macri, nunca envió los recursos que le había prometido hace tres meses. Almada había tenido un almuerzo con el jefe de Estado el 11 de julio y había fundado el emprendimiento luego de que el mandatario le haya dado la palabra de que enviaría dinero para respaldarla. “Yo le propuse un plan (a Macri) (…), él me dijo que lo hagamos, que probemos. Y yo empecé a hacerlo (…) se ve que los tiempos de la Nación no son los mismos tiempos de la necesidad”, dijo Luis Almada, dueño de la Pollería El Establo. Además contó que por la promesa se endeudó y ahora debe salir adelante: “La gente piensa que porque vino el Presidente a mí me soluciono la vida y yo gasté el triple”. Almada alquiló un local, compró ropa para los oficios y muebles. El problema es que la ayuda del gobierno nunca llegó. El trabajador finalmente cerró la fundación, porque no tiene cómo sustentarla. El hombre contó al periodista Rolo Pedrotti en el programa Siesta Animal que Macri aceptó el acuerdo.     Pollero.mp3           ""Me dijo que lo hagamos. Y yo empecé a hacerlo, porque si yo te doy mi palabra, yo la cumplo, cueste lo que cueste"", contó Almada, quien dijo que se comunicó con Presidencia de la Nación, pero no le dieron una respuesta.  El sueño de Luis era crear una escuela de capacitación y de oficios, con asistentes sociales y terapéuticos para sacar a los jóvenes de la calle y luchar contra las adicciones. Almada almorzó con el Presidente que le había prometido ayuda económica para hacer la escuela de capacitación. “Anda arrancando Luis”, le dijeron desde el Gobierno.    Embed","El jefe de Estado lo había visitado en julio pasado y habían almorzado juntos. Habían llegado a un acuerdo, pero el Presidente no cumplió y tuvo que tomar una drástica decisión.",Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//el-triste-final-del-parrillero-al-que-macri-le-prometio-un-credito-n34571,Política,eldestapeweb,Macri Presidente
